%% Title: Database for predicting chess outcomes

@relation chess

@attribute material       REAL
@attribute attack-value   REAL
@attribute mobility       REAL
@attribute space          REAL
@attribute class          {1-0, 0-1, 1/2-1/2, *}

@data
35,8,43,9,1/2-1/2
32,5,37,4,1/2-1/2
33,4,38,9,1-0
31,7,44,11,0-1
39,4,34,6,1-0
33,8,32,10,0-1
31,5,32,4,1-0
25,9,37,10,1/2-1/2
36,4,38,6,1/2-1/2
35,9,41,5,0-1
32,8,46,7,1-0
31,10,39,13,1-0
28,11,38,13,1/2-1/2
32,14,41,9,1/2-1/2
23,4,29,9,1-0
32,4,39,9,1-0
37,4,43,11,1/2-1/2
34,6,44,8,1/2-1/2
34,5,45,14,1-0
34,9,46,7,0-1
38,5,37,6,1/2-1/2
31,8,37,11,1/2-1/2
25,6,44,11,1/2-1/2
35,9,42,11,1-0
32,5,37,9,1/2-1/2
33,5,40,8,1/2-1/2
26,5,36,7,1/2-1/2
38,4,34,4,1/2-1/2
32,8,34,5,1-0
38,9,36,8,0-1
38,4,41,7,1/2-1/2
25,9,37,10,1/2-1/2
37,8,53,18,1-0
30,10,37,14,0-1
31,11,37,8,1/2-1/2
36,12,43,9,0-1
31,14,36,4,1-0
29,5,48,13,1/2-1/2
38,11,45,12,1/2-1/2
35,8,43,9,1/2-1/2
31,9,44,16,1/2-1/2
37,9,44,16,1-0
32,7,48,11,1-0
33,10,48,20,1-0
39,4,39,9,0-1
31,8,36,6,1-0
28,7,38,11,1/2-1/2
35,6,44,13,1-0
39,14,40,12,1-0
35,8,50,13,1-0
39,1,33,4,1/2-1/2
34,17,50,23,1/2-1/2
39,4,36,5,1/2-1/2
39,4,38,7,1-0
34,12,44,11,1/2-1/2
31,11,36,12,1/2-1/2
35,5,37,4,1/2-1/2
25,9,35,9,1-0
33,5,35,4,1/2-1/2
35,10,51,15,1/2-1/2
34,4,39,6,1-0
32,3,33,6,1/2-1/2
39,4,34,5,1-0
34,4,39,6,1/2-1/2
37,4,37,9,1/2-1/2
34,9,35,8,1/2-1/2
37,12,46,23,1/2-1/2
34,8,45,16,1/2-1/2
33,6,47,13,0-1
38,6,37,7,1/2-1/2
22,8,33,6,1-0
33,4,39,4,1-0
32,6,33,6,0-1
38,6,40,10,1/2-1/2
34,10,41,4,0-1
38,5,43,11,1/2-1/2
39,4,39,7,1/2-1/2
38,3,35,5,1/2-1/2
34,10,47,13,1/2-1/2
38,6,45,9,1/2-1/2
36,12,36,2,0-1
23,4,23,3,1-0
37,19,50,29,1/2-1/2
31,4,40,10,1-0
34,12,46,21,1/2-1/2
25,6,43,14,1-0
34,9,37,8,1/2-1/2
35,10,51,15,1-0
38,6,40,7,1-0
37,6,40,7,1/2-1/2
31,13,42,15,1/2-1/2
28,4,38,11,1/2-1/2
33,6,42,13,1-0
31,5,41,7,0-1
31,9,33,6,1/2-1/2
28,15,50,23,1-0
37,10,39,9,0-1
32,14,43,14,1-0
38,8,47,13,1/2-1/2
38,3,41,7,1/2-1/2
26,6,37,6,1-0
35,4,42,8,0-1
34,6,45,13,1/2-1/2
35,9,40,6,1-0
35,5,42,9,1/2-1/2
36,3,35,7,1/2-1/2
26,10,30,9,1/2-1/2
38,5,34,5,1-0
34,5,42,9,1/2-1/2
24,3,30,5,1/2-1/2
38,7,40,10,1/2-1/2
35,12,45,19,0-1
38,5,32,8,1-0
33,3,29,4,0-1
35,6,49,11,1-0
35,4,35,2,1/2-1/2
39,5,38,5,1-0
36,3,32,3,1/2-1/2
34,12,32,4,1-0
34,6,43,6,1-0
34,3,48,14,1/2-1/2
36,2,32,3,1/2-1/2
39,5,38,5,1/2-1/2
31,19,46,12,1-0
38,3,35,5,0-1
37,4,39,7,1/2-1/2
35,16,41,11,1/2-1/2
33,4,32,2,1-0
35,7,33,9,1/2-1/2
35,5,40,10,1-0
35,4,39,4,0-1
35,6,41,10,0-1
39,4,36,7,1/2-1/2
35,5,40,4,1-0
39,5,34,5,0-1
36,18,35,2,0-1
33,5,39,10,1/2-1/2
36,4,39,7,1-0
33,6,36,9,0-1
35,7,30,6,1-0
33,2,30,4,1-0
34,7,47,9,0-1
29,4,47,10,1-0
36,4,32,4,0-1
36,7,34,7,0-1
38,13,41,18,1-0
35,5,37,7,1-0
27,13,35,19,1/2-1/2
38,3,39,7,1-0
33,5,32,5,0-1
35,10,48,10,0-1
37,7,48,16,1/2-1/2
36,2,29,1,0-1
35,8,52,17,1/2-1/2
34,13,53,15,1-0
23,8,36,13,1-0
37,3,40,8,1/2-1/2
26,3,30,8,1-0
36,7,44,12,1/2-1/2
32,9,48,20,1/2-1/2
39,5,36,4,1/2-1/2
34,8,32,6,1/2-1/2
36,5,37,4,1/2-1/2
32,4,32,7,1/2-1/2
23,5,23,0,1/2-1/2
39,10,37,14,1/2-1/2
31,8,43,17,1/2-1/2
35,12,51,20,1-0
33,9,47,11,1/2-1/2
31,7,49,13,1/2-1/2
32,8,47,22,0-1
34,9,49,18,1/2-1/2
34,9,43,15,1/2-1/2
38,4,31,3,1-0
37,8,43,11,0-1
27,2,32,4,1/2-1/2
31,9,42,10,0-1
38,5,49,13,1-0
34,10,44,14,1/2-1/2
32,8,42,12,1/2-1/2
35,9,40,15,1-0
31,9,33,6,1-0
32,7,51,12,1-0
33,6,44,10,1/2-1/2
39,5,36,4,1-0
36,10,33,9,1/2-1/2
33,6,37,10,1/2-1/2
38,5,48,13,1-0
32,5,35,9,1/2-1/2
28,18,43,22,1/2-1/2
29,7,34,2,1-0
29,8,38,7,1/2-1/2
36,4,36,5,1/2-1/2
39,5,29,5,1/2-1/2
34,10,46,16,1/2-1/2
38,5,45,12,0-1
38,6,40,10,1-0
32,8,42,9,1/2-1/2
18,9,32,10,0-1
38,6,40,10,1/2-1/2
38,7,40,10,1-0
32,13,46,22,1/2-1/2
32,11,39,14,1-0
36,7,41,13,1/2-1/2
37,20,52,19,1-0
32,8,34,6,1/2-1/2
35,3,40,8,0-1
38,3,34,7,1-0
23,6,25,0,1/2-1/2
34,11,39,13,1-0
35,5,48,12,0-1
25,10,37,9,1/2-1/2
36,6,37,12,1/2-1/2
26,8,43,9,1/2-1/2
29,6,43,5,1-0
33,6,37,9,1/2-1/2
35,6,38,9,1/2-1/2
37,4,43,11,1/2-1/2
36,7,37,9,1/2-1/2
39,5,38,7,1/2-1/2
39,3,37,6,0-1
35,7,38,8,1/2-1/2
32,5,33,5,1-0
35,4,37,6,0-1
29,10,30,3,1-0
33,11,37,5,1/2-1/2
31,9,40,9,1/2-1/2
34,5,36,4,0-1
37,19,50,24,1-0
35,5,27,4,1/2-1/2
39,9,39,8,1/2-1/2
38,5,36,4,0-1
34,3,47,10,1/2-1/2
35,5,40,7,1/2-1/2
23,3,37,9,1/2-1/2
38,7,38,9,1/2-1/2
39,8,36,6,1/2-1/2
39,4,30,3,1/2-1/2
32,2,27,5,1/2-1/2
33,6,37,2,1-0
23,6,27,2,1-0
34,10,44,10,1-0
31,14,50,17,1/2-1/2
31,4,36,10,1-0
34,5,47,14,1-0
36,5,30,4,0-1
31,5,32,5,1/2-1/2
37,13,49,17,1/2-1/2
35,6,34,4,0-1
23,4,42,8,1/2-1/2
32,7,42,16,1/2-1/2
37,8,36,12,1/2-1/2
31,7,37,10,1-0
37,6,45,15,1/2-1/2
28,6,38,7,1/2-1/2
31,10,44,15,1/2-1/2
34,11,37,6,0-1
35,15,41,9,1/2-1/2
38,6,28,3,1/2-1/2
35,6,36,6,1/2-1/2
29,15,34,10,1-0
34,7,46,14,1/2-1/2
38,4,36,6,1-0
38,3,47,9,1/2-1/2
35,6,48,11,1/2-1/2
35,17,38,16,1/2-1/2
28,8,33,9,1/2-1/2
32,7,33,7,1/2-1/2
26,4,40,7,1-0
34,4,30,5,0-1
38,6,39,9,1-0
31,6,43,10,1-0
35,9,31,10,1-0
30,6,38,9,0-1
33,12,36,7,1/2-1/2
26,8,41,8,1/2-1/2
38,6,38,6,1-0
39,3,36,7,1/2-1/2
35,20,45,24,1-0
35,3,31,6,0-1
34,6,52,15,1/2-1/2
39,8,41,8,0-1
38,6,35,9,1-0
37,5,37,8,1/2-1/2
35,6,52,9,1-0
29,5,42,7,1/2-1/2
38,3,46,12,1/2-1/2
35,4,41,4,1/2-1/2
31,10,42,15,0-1
33,17,43,9,0-1
38,10,48,13,1/2-1/2
35,11,36,14,1/2-1/2
32,2,46,5,1/2-1/2
36,6,33,6,1/2-1/2
26,7,33,10,1/2-1/2
28,16,44,23,1/2-1/2
22,6,33,5,1/2-1/2
26,4,35,6,0-1
35,3,40,7,1/2-1/2
38,11,46,15,1/2-1/2
37,5,50,15,0-1
33,8,43,12,1-0
39,3,35,4,1-0
36,4,34,7,1-0
37,10,44,10,0-1
35,8,50,13,1-0
18,4,38,11,0-1
34,11,31,10,1/2-1/2
33,4,33,4,1-0
35,5,38,11,0-1
38,5,30,3,1-0
26,4,36,5,1/2-1/2
35,7,40,9,1/2-1/2
32,10,38,13,1/2-1/2
35,4,46,9,1/2-1/2
38,3,33,4,1-0
36,4,34,4,1/2-1/2
36,5,53,15,1/2-1/2
38,12,50,18,1/2-1/2
35,4,44,6,1-0
35,5,35,6,1/2-1/2
36,4,32,7,1/2-1/2
35,6,39,11,1/2-1/2
28,9,33,4,1/2-1/2
34,4,43,7,1/2-1/2
38,4,41,6,1/2-1/2
39,4,38,8,1-0
34,4,37,7,1-0
39,5,42,6,0-1
32,7,44,12,1-0
28,9,33,4,1/2-1/2
28,5,49,14,1-0
31,7,49,8,1/2-1/2
36,13,43,16,1/2-1/2
32,7,41,11,1/2-1/2
36,11,28,12,1-0
31,7,47,12,1-0
31,12,42,18,1-0
35,11,46,10,1-0
39,3,36,7,1/2-1/2
35,4,40,5,1-0
35,6,39,11,1/2-1/2
38,6,38,9,1-0
32,7,34,5,1/2-1/2
34,9,44,12,0-1
35,6,33,5,1/2-1/2
35,8,39,12,0-1
32,7,36,8,1-0
36,10,51,17,1/2-1/2
22,8,33,6,1-0
38,5,37,6,1/2-1/2
30,6,33,8,1/2-1/2
29,5,41,10,1/2-1/2
36,2,29,1,1/2-1/2
35,11,46,16,1/2-1/2
32,2,31,5,1-0
35,4,29,4,1-0
32,5,43,9,1/2-1/2
38,3,37,7,1-0
35,8,44,10,1/2-1/2
34,5,49,11,1/2-1/2
34,14,37,16,0-1
36,7,43,6,0-1
35,11,40,5,1-0
38,5,36,8,1-0
22,6,38,9,1/2-1/2
34,10,39,12,1/2-1/2
36,6,38,10,1-0
31,6,36,10,1-0
38,4,38,7,1-0
34,6,44,16,0-1
36,5,36,8,0-1
25,15,43,12,1-0
29,12,28,0,1/2-1/2
33,4,37,6,1-0
34,7,45,9,0-1
38,10,40,9,0-1
32,3,37,4,1-0
38,10,56,15,1-0
34,3,30,0,0-1
33,13,46,13,1-0
34,5,33,8,0-1
38,7,43,9,1-0
37,8,48,12,0-1
33,3,33,3,1/2-1/2
31,9,44,8,0-1
35,3,29,4,1-0
35,6,30,3,1/2-1/2
34,7,41,9,1-0
34,6,46,17,1/2-1/2
36,3,34,5,1/2-1/2
34,12,38,11,1-0
36,8,38,10,1-0
35,6,39,9,1/2-1/2
35,6,38,9,1/2-1/2
35,9,42,10,1-0
39,8,36,10,1/2-1/2
35,11,38,7,1-0
33,18,51,14,1/2-1/2
32,4,39,9,1/2-1/2
38,7,40,7,1/2-1/2
35,10,39,13,1/2-1/2
33,7,40,8,0-1
38,7,30,5,1-0
32,6,30,4,1/2-1/2
29,13,51,10,1/2-1/2
37,4,44,14,1/2-1/2
35,4,43,11,1/2-1/2
34,7,38,14,1/2-1/2
34,17,49,16,1/2-1/2
34,19,47,28,0-1
35,5,40,6,1/2-1/2
32,5,33,8,0-1
33,6,43,14,1-0
36,7,39,5,1-0
31,8,35,8,1/2-1/2
35,7,47,9,1/2-1/2
39,6,37,10,1/2-1/2
26,11,45,16,1/2-1/2
35,10,40,16,1/2-1/2
34,4,46,6,0-1
23,7,28,6,1-0
36,2,33,6,1-0
35,5,48,12,1/2-1/2
36,2,38,7,1-0
25,5,36,6,1/2-1/2
39,5,39,9,1-0
19,10,28,4,1/2-1/2
35,3,31,5,1/2-1/2
34,5,47,16,1/2-1/2
34,14,50,19,1/2-1/2
32,6,39,6,1/2-1/2
36,4,35,5,0-1
33,5,42,7,1/2-1/2
34,5,51,13,1-0
37,11,45,11,1/2-1/2
35,8,41,9,0-1
38,5,42,11,1-0
35,3,29,5,0-1
30,4,39,10,1-0
35,6,50,11,0-1
35,3,34,8,1-0
32,6,31,0,1/2-1/2
36,5,39,12,1-0
39,8,53,19,1/2-1/2
35,6,36,11,1/2-1/2
35,4,45,10,1/2-1/2
29,6,32,6,1/2-1/2
35,3,50,11,0-1
32,10,53,20,1-0
33,9,37,6,0-1
35,3,32,4,1-0
34,4,35,9,1/2-1/2
37,3,43,8,1/2-1/2
39,4,38,8,1-0
37,3,49,17,1-0
38,5,34,5,1/2-1/2
39,4,38,8,1/2-1/2
36,5,30,1,1-0
19,6,27,4,1/2-1/2
37,9,45,17,1-0
34,10,41,13,0-1
31,7,47,14,1/2-1/2
26,4,35,5,0-1
34,3,34,6,1-0
32,6,35,5,1/2-1/2
38,4,39,9,1-0
32,6,37,6,1/2-1/2
31,7,44,11,1/2-1/2
35,5,32,8,1/2-1/2
32,10,41,10,1-0
36,6,42,9,0-1
38,4,44,9,1-0
34,8,40,7,0-1
35,5,37,7,1/2-1/2
38,5,40,5,0-1
38,6,42,9,1-0
33,8,37,9,1/2-1/2
38,6,29,5,1/2-1/2
38,6,53,13,0-1
35,8,38,11,0-1
35,6,40,5,1/2-1/2
31,10,47,17,1/2-1/2
39,10,41,6,1/2-1/2
33,9,35,5,1/2-1/2
35,8,45,12,0-1
31,13,49,15,1-0
38,7,40,8,0-1
39,6,35,5,1/2-1/2
35,4,47,12,1/2-1/2
39,8,37,8,1/2-1/2
32,6,43,8,0-1
34,6,50,16,1/2-1/2
34,10,51,21,1/2-1/2
33,4,34,9,1/2-1/2
35,4,40,6,0-1
32,4,31,4,1/2-1/2
33,7,34,8,1/2-1/2
35,11,41,13,1/2-1/2
34,7,42,8,1-0
35,4,35,7,0-1
38,16,42,15,1/2-1/2
19,7,32,5,1/2-1/2
32,10,39,3,1-0
35,4,43,11,1/2-1/2
35,9,47,13,1/2-1/2
36,7,36,7,0-1
34,4,37,10,0-1
35,8,46,9,1-0
27,14,33,17,1/2-1/2
29,4,38,10,1-0
31,6,38,7,1-0
25,10,37,11,1/2-1/2
23,6,28,3,1/2-1/2
36,7,44,7,1-0
39,5,40,7,0-1
27,6,42,7,1-0
35,9,37,10,1/2-1/2
31,5,38,7,1-0
37,9,37,11,1/2-1/2
25,4,24,2,1-0
22,14,32,14,1/2-1/2
37,2,29,2,1/2-1/2
38,3,31,3,1/2-1/2
31,18,43,13,1-0
36,4,39,10,0-1
37,10,56,17,1-0
37,9,44,17,0-1
32,6,40,6,1/2-1/2
37,9,47,14,0-1
25,3,28,5,1/2-1/2
34,4,29,4,0-1
33,6,42,11,1-0
31,6,33,3,0-1
35,4,34,2,1/2-1/2
36,5,37,7,1/2-1/2
36,5,34,6,1-0
31,6,48,11,0-1
31,4,39,7,0-1
35,6,41,9,1/2-1/2
37,21,58,31,1-0
37,10,47,16,1-0
32,3,30,5,0-1
34,4,38,9,1/2-1/2
23,2,29,3,1/2-1/2
30,8,35,15,1/2-1/2
37,5,39,8,1/2-1/2
31,11,35,7,1/2-1/2
35,7,41,13,1/2-1/2
36,10,40,12,1/2-1/2
32,5,35,6,1/2-1/2
33,5,40,4,0-1
34,6,46,9,1-0
36,4,35,7,0-1
35,12,41,12,1/2-1/2
37,9,49,15,0-1
37,9,49,15,0-1
32,9,47,13,1/2-1/2
38,3,40,8,1-0
29,5,46,13,1/2-1/2
37,9,40,7,1/2-1/2
36,4,30,2,1/2-1/2
31,5,42,11,1/2-1/2
33,8,36,9,1/2-1/2
22,5,26,2,1-0
38,2,41,6,1-0
32,13,45,15,1/2-1/2
30,8,34,8,1/2-1/2
35,8,43,9,1/2-1/2
31,10,34,5,1/2-1/2
35,10,34,8,1/2-1/2
32,4,40,11,1/2-1/2
36,6,32,6,1/2-1/2
32,8,46,16,0-1
37,4,39,7,1-0
32,5,49,10,1-0
34,9,47,18,1/2-1/2
34,4,36,9,1/2-1/2
29,7,35,11,1/2-1/2
26,7,37,7,1-0
28,14,42,4,1/2-1/2
33,5,30,3,1/2-1/2
31,12,49,19,1/2-1/2
38,7,41,8,1-0
35,4,46,11,1/2-1/2
37,6,42,10,1/2-1/2
38,5,39,9,0-1
34,5,53,14,1-0
34,5,38,5,1/2-1/2
35,5,38,9,0-1
35,6,37,7,0-1
32,7,44,11,1/2-1/2
38,1,35,10,1/2-1/2
30,7,32,4,1/2-1/2
34,16,31,14,1-0
36,6,35,5,0-1
34,6,41,9,1-0
31,8,45,11,1/2-1/2
36,6,40,7,1/2-1/2
38,5,41,6,0-1
36,7,40,8,1/2-1/2
35,4,37,2,1/2-1/2
35,7,39,11,1-0
35,5,47,13,1/2-1/2
32,5,32,3,1/2-1/2
37,12,44,15,1-0
32,9,46,15,1/2-1/2
37,5,43,12,1/2-1/2
32,7,39,7,1/2-1/2
33,4,30,5,1/2-1/2
29,7,39,8,1/2-1/2
28,8,43,13,1/2-1/2
35,17,49,21,0-1
34,9,49,13,1/2-1/2
35,6,33,2,1-0
33,4,31,4,1/2-1/2
33,10,40,14,1-0
36,8,38,8,0-1
34,9,41,9,1-0
34,5,41,9,0-1
25,18,37,22,1-0
39,6,42,9,1/2-1/2
38,13,42,10,1/2-1/2
37,16,46,20,1-0
33,5,43,9,1/2-1/2
38,9,45,15,1/2-1/2
35,10,37,4,1-0
29,4,30,7,0-1
38,5,41,12,1-0
35,6,39,12,1-0
32,4,36,6,1/2-1/2
38,7,42,10,1/2-1/2
35,9,31,7,1/2-1/2
31,6,41,14,1/2-1/2
34,15,34,18,1/2-1/2
34,10,38,7,0-1
32,8,45,12,0-1
35,2,36,3,1-0
34,22,51,18,1-0
31,11,47,17,1/2-1/2
23,7,34,7,1-0
26,5,40,8,0-1
32,8,39,9,1/2-1/2
35,10,30,6,1-0
37,9,45,16,0-1
31,9,42,13,1-0
35,17,49,21,1/2-1/2
38,13,45,17,1/2-1/2
32,5,38,6,1/2-1/2
34,9,42,16,1/2-1/2
34,23,53,32,1-0
35,13,38,15,1/2-1/2
34,6,46,14,1/2-1/2
31,11,35,5,1/2-1/2
30,5,29,7,1-0
37,2,36,6,1/2-1/2
28,7,41,12,1/2-1/2
34,7,40,9,1-0
35,4,35,8,1/2-1/2
31,2,34,10,1/2-1/2
38,9,39,8,0-1
35,7,44,8,0-1
23,2,24,3,1-0
32,10,32,9,1/2-1/2
30,7,40,13,1/2-1/2
32,13,34,8,1/2-1/2
35,5,45,13,1-0
35,9,32,10,1/2-1/2
33,4,31,5,1/2-1/2
33,14,35,4,1/2-1/2
26,8,36,9,1-0
30,8,34,8,1/2-1/2
26,4,24,1,1/2-1/2
33,5,41,10,1/2-1/2
32,6,40,11,1-0
35,7,45,10,1/2-1/2
30,1,37,5,0-1
35,6,50,11,1/2-1/2
32,6,37,7,1/2-1/2
31,8,46,11,1-0
39,9,42,9,0-1
34,8,37,6,1/2-1/2
38,3,25,1,0-1
38,10,45,16,1-0
34,6,28,2,1-0
34,10,45,14,1-0
25,7,34,11,1-0
35,8,43,9,1/2-1/2
37,6,40,10,0-1
34,5,40,9,1-0
35,9,36,4,1/2-1/2
35,9,49,12,1/2-1/2
32,10,31,9,0-1
34,11,40,12,1-0
29,5,35,11,1/2-1/2
38,5,35,7,1/2-1/2
38,3,34,4,1/2-1/2
27,15,30,0,1/2-1/2
34,14,50,21,1/2-1/2
26,5,40,6,1-0
23,8,38,8,1-0
32,6,39,7,1/2-1/2
37,12,48,17,1/2-1/2
34,14,54,25,1-0
35,5,34,8,1/2-1/2
37,9,46,13,0-1
23,8,35,10,1/2-1/2
30,5,32,2,1/2-1/2
23,6,38,9,1/2-1/2
35,8,38,7,1/2-1/2
35,10,40,12,1/2-1/2
23,7,36,10,1-0
39,5,39,9,1-0
23,6,35,8,1/2-1/2
35,18,48,24,1-0
36,4,33,6,0-1
35,10,40,16,1/2-1/2
32,14,41,8,1/2-1/2
33,4,47,11,1-0
30,11,49,19,1/2-1/2
36,6,33,5,1-0
36,4,31,5,1/2-1/2
35,7,38,6,1/2-1/2
31,14,47,17,0-1
39,4,38,8,1/2-1/2
30,6,38,9,1/2-1/2
37,7,44,14,0-1
35,7,32,3,1-0
34,7,41,13,1/2-1/2
37,13,41,17,1-0
34,5,43,9,1/2-1/2
34,8,41,8,1/2-1/2
35,9,35,5,1-0
34,14,46,16,1-0
33,7,35,5,1/2-1/2
35,6,47,10,1-0
31,9,36,6,0-1
24,2,36,8,1-0
36,8,40,10,0-1
34,5,33,7,1/2-1/2
35,4,39,2,0-1
26,4,35,7,1-0
36,3,26,2,1-0
34,5,45,15,1-0
34,4,41,12,1-0
37,13,49,16,0-1
29,4,38,9,1-0
35,3,43,8,1-0
35,7,42,9,1-0
35,11,45,11,1/2-1/2
35,7,37,9,0-1
33,3,35,8,1-0
31,9,41,12,1/2-1/2
32,6,34,6,0-1
31,8,40,8,1-0
33,4,38,10,1-0
39,4,33,5,1-0
31,8,49,15,1-0
26,3,40,9,1/2-1/2
29,5,48,17,1-0
26,5,41,8,0-1
%%
%%
%%
